sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
VAN,BAHÇESARAY,ADANA,ALADAĞ,0
VAN,BAHÇESARAY,ADANA,CEYHAN,0
VAN,BAHÇESARAY,ADANA,ÇUKUROVA,0
VAN,BAHÇESARAY,ADANA,FEKE,0
VAN,BAHÇESARAY,ADANA,İMAMOĞLU,0
VAN,BAHÇESARAY,ADANA,KARAİSALI,0
VAN,BAHÇESARAY,ADANA,KARATAŞ,0
VAN,BAHÇESARAY,ADANA,KOZAN,0
VAN,BAHÇESARAY,ADANA,POZANTI,0
VAN,BAHÇESARAY,ADANA,SAİMBEYLİ,0
VAN,BAHÇESARAY,ADANA,SARIÇAM,0
VAN,BAHÇESARAY,ADANA,SEYHAN,0
VAN,BAHÇESARAY,ADANA,TUFANBEYLİ,0
VAN,BAHÇESARAY,ADANA,YUMURTALIK,0
VAN,BAHÇESARAY,ADANA,YÜREĞİR,0
VAN,BAHÇESARAY,ADIYAMAN,BESNİ,0
VAN,BAHÇESARAY,ADIYAMAN,ÇELİKHAN,0
VAN,BAHÇESARAY,ADIYAMAN,GERGER,0
VAN,BAHÇESARAY,ADIYAMAN,GÖLBAŞI,0
VAN,BAHÇESARAY,ADIYAMAN,KAHTA,0
VAN,BAHÇESARAY,ADIYAMAN,MERKEZ,0
VAN,BAHÇESARAY,ADIYAMAN,SAMSAT,0
VAN,BAHÇESARAY,ADIYAMAN,SİNCİK,0
VAN,BAHÇESARAY,ADIYAMAN,TUT,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,BAŞMAKÇI,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,BAYAT,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,BOLVADİN,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,ÇAY,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,ÇOBANLAR,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,DAZKIRI,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,DİNAR,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,EMİRDAĞ,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,EVCİLER,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,HOCALAR,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,İHSANİYE,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,İSCEHİSAR,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,KIZILÖREN,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,MERKEZ,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,SANDIKLI,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,SİNANPAŞA,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,SULTANDAĞI,0
VAN,BAHÇESARAY,AFYONKARAHİSAR,ŞUHUT,0
VAN,BAHÇESARAY,AĞRI,DİYADİN,0
VAN,BAHÇESARAY,AĞRI,DOĞUBAYAZIT,0
VAN,BAHÇESARAY,AĞRI,ELEŞKİRT,0
VAN,BAHÇESARAY,AĞRI,HAMUR,0
VAN,BAHÇESARAY,AĞRI,MERKEZ,0
VAN,BAHÇESARAY,AĞRI,PATNOS,0
VAN,BAHÇESARAY,AĞRI,TAŞLIÇAY,0
VAN,BAHÇESARAY,AĞRI,TUTAK,0
VAN,BAHÇESARAY,AMASYA,GÖYNÜCEK,0
VAN,BAHÇESARAY,AMASYA,GÜMÜŞHACIKÖY,0
VAN,BAHÇESARAY,AMASYA,HAMAMÖZÜ,0
VAN,BAHÇESARAY,AMASYA,MERKEZ,0
VAN,BAHÇESARAY,AMASYA,MERZİFON,0
VAN,BAHÇESARAY,AMASYA,SULUOVA,0
VAN,BAHÇESARAY,AMASYA,TAŞOVA,0
VAN,BAHÇESARAY,ANKARA,AKYURT,0
VAN,BAHÇESARAY,ANKARA,ALTINDAĞ,0
VAN,BAHÇESARAY,ANKARA,AYAŞ,0
VAN,BAHÇESARAY,ANKARA,BALA,0
VAN,BAHÇESARAY,ANKARA,BEYPAZARI,0
VAN,BAHÇESARAY,ANKARA,ÇAMLIDERE,0
VAN,BAHÇESARAY,ANKARA,ÇANKAYA,0
VAN,BAHÇESARAY,ANKARA,ÇUBUK,0
VAN,BAHÇESARAY,ANKARA,ELMADAĞ,0
VAN,BAHÇESARAY,ANKARA,ETİMESGUT,0
VAN,BAHÇESARAY,ANKARA,EVREN,0
VAN,BAHÇESARAY,ANKARA,GÖLBAŞI,0
VAN,BAHÇESARAY,ANKARA,GÜDÜL,0
VAN,BAHÇESARAY,ANKARA,HAYMANA,0
VAN,BAHÇESARAY,ANKARA,KAHRAMANKAZAN,0
VAN,BAHÇESARAY,ANKARA,KALECİK,0
VAN,BAHÇESARAY,ANKARA,KEÇİÖREN,0
VAN,BAHÇESARAY,ANKARA,KIZILCAHAMAM,0
VAN,BAHÇESARAY,ANKARA,MAMAK,0
VAN,BAHÇESARAY,ANKARA,NALLIHAN,0
VAN,BAHÇESARAY,ANKARA,POLATLI,0
VAN,BAHÇESARAY,ANKARA,PURSAKLAR,0
VAN,BAHÇESARAY,ANKARA,SİNCAN,0
