sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
KAYSERİ,AKKIŞLA,ADANA,ALADAĞ,0
KAYSERİ,AKKIŞLA,ADANA,CEYHAN,0
KAYSERİ,AKKIŞLA,ADANA,ÇUKUROVA,0
KAYSERİ,AKKIŞLA,ADANA,FEKE,0
KAYSERİ,AKKIŞLA,ADANA,İMAMOĞLU,0
KAYSERİ,AKKIŞLA,ADANA,KARAİSALI,0
KAYSERİ,AKKIŞLA,ADANA,KARATAŞ,0
KAYSERİ,AKKIŞLA,ADANA,KOZAN,0
KAYSERİ,AKKIŞLA,ADANA,POZANTI,0
KAYSERİ,AKKIŞLA,ADANA,SAİMBEYLİ,0
KAYSERİ,AKKIŞLA,ADANA,SARIÇAM,0
KAYSERİ,AKKIŞLA,ADANA,SEYHAN,0
KAYSERİ,AKKIŞLA,ADANA,TUFANBEYLİ,0
KAYSERİ,AKKIŞLA,ADANA,YUMURTALIK,0
KAYSERİ,AKKIŞLA,ADANA,YÜREĞİR,0
KAYSERİ,AKKIŞLA,ADIYAMAN,BESNİ,0
KAYSERİ,AKKIŞLA,ADIYAMAN,ÇELİKHAN,0
KAYSERİ,AKKIŞLA,ADIYAMAN,GERGER,0
KAYSERİ,AKKIŞLA,ADIYAMAN,GÖLBAŞI,0
KAYSERİ,AKKIŞLA,ADIYAMAN,KAHTA,0
KAYSERİ,AKKIŞLA,ADIYAMAN,MERKEZ,0
KAYSERİ,AKKIŞLA,ADIYAMAN,SAMSAT,0
KAYSERİ,AKKIŞLA,ADIYAMAN,SİNCİK,0
KAYSERİ,AKKIŞLA,ADIYAMAN,TUT,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,BAŞMAKÇI,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,BAYAT,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,BOLVADİN,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,ÇAY,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,ÇOBANLAR,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,DAZKIRI,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,DİNAR,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,EMİRDAĞ,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,EVCİLER,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,HOCALAR,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,İHSANİYE,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,İSCEHİSAR,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,KIZILÖREN,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,MERKEZ,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,SANDIKLI,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,SİNANPAŞA,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,SULTANDAĞI,0
KAYSERİ,AKKIŞLA,AFYONKARAHİSAR,ŞUHUT,0
KAYSERİ,AKKIŞLA,AĞRI,DİYADİN,0
KAYSERİ,AKKIŞLA,AĞRI,DOĞUBAYAZIT,0
KAYSERİ,AKKIŞLA,AĞRI,ELEŞKİRT,0
KAYSERİ,AKKIŞLA,AĞRI,HAMUR,0
KAYSERİ,AKKIŞLA,AĞRI,MERKEZ,0
KAYSERİ,AKKIŞLA,AĞRI,PATNOS,0
KAYSERİ,AKKIŞLA,AĞRI,TAŞLIÇAY,0
KAYSERİ,AKKIŞLA,AĞRI,TUTAK,0
KAYSERİ,AKKIŞLA,AMASYA,GÖYNÜCEK,0
KAYSERİ,AKKIŞLA,AMASYA,GÜMÜŞHACIKÖY,0
KAYSERİ,AKKIŞLA,AMASYA,HAMAMÖZÜ,0
KAYSERİ,AKKIŞLA,AMASYA,MERKEZ,0
KAYSERİ,AKKIŞLA,AMASYA,MERZİFON,0
KAYSERİ,AKKIŞLA,AMASYA,SULUOVA,0
KAYSERİ,AKKIŞLA,AMASYA,TAŞOVA,0
KAYSERİ,AKKIŞLA,ANKARA,AKYURT,0
KAYSERİ,AKKIŞLA,ANKARA,ALTINDAĞ,0
KAYSERİ,AKKIŞLA,ANKARA,AYAŞ,0
KAYSERİ,AKKIŞLA,ANKARA,BALA,0
KAYSERİ,AKKIŞLA,ANKARA,BEYPAZARI,0
KAYSERİ,AKKIŞLA,ANKARA,ÇAMLIDERE,0
KAYSERİ,AKKIŞLA,ANKARA,ÇANKAYA,0
KAYSERİ,AKKIŞLA,ANKARA,ÇUBUK,0
KAYSERİ,AKKIŞLA,ANKARA,ELMADAĞ,0
KAYSERİ,AKKIŞLA,ANKARA,ETİMESGUT,0
KAYSERİ,AKKIŞLA,ANKARA,EVREN,0
KAYSERİ,AKKIŞLA,ANKARA,GÖLBAŞI,0
KAYSERİ,AKKIŞLA,ANKARA,GÜDÜL,0
KAYSERİ,AKKIŞLA,ANKARA,HAYMANA,0
KAYSERİ,AKKIŞLA,ANKARA,KAHRAMANKAZAN,0
KAYSERİ,AKKIŞLA,ANKARA,KALECİK,0
KAYSERİ,AKKIŞLA,ANKARA,KEÇİÖREN,0
KAYSERİ,AKKIŞLA,ANKARA,KIZILCAHAMAM,0
KAYSERİ,AKKIŞLA,ANKARA,MAMAK,0
KAYSERİ,AKKIŞLA,ANKARA,NALLIHAN,0
KAYSERİ,AKKIŞLA,ANKARA,POLATLI,0
KAYSERİ,AKKIŞLA,ANKARA,PURSAKLAR,0
KAYSERİ,AKKIŞLA,ANKARA,SİNCAN,0
KAYSERİ,AKKIŞLA,ANKARA,ŞEREFLİKOÇHİSAR,0
KAYSERİ,AKKIŞLA,ANKARA,YENİMAHALLE,0
KAYSERİ,AKKIŞLA,ANTALYA,AKSEKİ,0
KAYSERİ,AKKIŞLA,ANTALYA,AKSU,0
KAYSERİ,AKKIŞLA,ANTALYA,ALANYA,0
KAYSERİ,AKKIŞLA,ANTALYA,DEMRE,0
KAYSERİ,AKKIŞLA,ANTALYA,DÖŞEMEALTI,0
KAYSERİ,AKKIŞLA,ANTALYA,ELMALI,0
KAYSERİ,AKKIŞLA,ANTALYA,FİNİKE,0
KAYSERİ,AKKIŞLA,ANTALYA,GAZİPAŞA,0
KAYSERİ,AKKIŞLA,ANTALYA,GÜNDOĞMUŞ,0
KAYSERİ,AKKIŞLA,ANTALYA,İBRADI,0
KAYSERİ,AKKIŞLA,ANTALYA,KAŞ,0
KAYSERİ,AKKIŞLA,ANTALYA,KEMER,0
KAYSERİ,AKKIŞLA,ANTALYA,KEPEZ,0
KAYSERİ,AKKIŞLA,ANTALYA,KONYAALTI,0
KAYSERİ,AKKIŞLA,ANTALYA,KORKUTELİ,0
KAYSERİ,AKKIŞLA,ANTALYA,KUMLUCA,0
KAYSERİ,AKKIŞLA,ANTALYA,MANAVGAT,0
KAYSERİ,AKKIŞLA,ANTALYA,MURATPAŞA,0
KAYSERİ,AKKIŞLA,ANTALYA,SERİK,0
KAYSERİ,AKKIŞLA,ARTVİN,ARDANUÇ,0
KAYSERİ,AKKIŞLA,ARTVİN,ARHAVİ,0
KAYSERİ,AKKIŞLA,ARTVİN,BORÇKA,0
KAYSERİ,AKKIŞLA,ARTVİN,HOPA,0
KAYSERİ,AKKIŞLA,ARTVİN,KEMALPAŞA,0
KAYSERİ,AKKIŞLA,ARTVİN,MERKEZ,0
KAYSERİ,AKKIŞLA,ARTVİN,MURGUL,0
KAYSERİ,AKKIŞLA,ARTVİN,ŞAVŞAT,0
KAYSERİ,AKKIŞLA,ARTVİN,YUSUFELİ,0
KAYSERİ,AKKIŞLA,AYDIN,BOZDOĞAN,0
KAYSERİ,AKKIŞLA,AYDIN,BUHARKENT,0
KAYSERİ,AKKIŞLA,AYDIN,ÇİNE,0
KAYSERİ,AKKIŞLA,AYDIN,DİDİM,0
KAYSERİ,AKKIŞLA,AYDIN,EFELER,0
KAYSERİ,AKKIŞLA,AYDIN,GERMENCİK,0
KAYSERİ,AKKIŞLA,AYDIN,İNCİRLİOVA,0
KAYSERİ,AKKIŞLA,AYDIN,KARACASU,0
KAYSERİ,AKKIŞLA,AYDIN,KARPUZLU,0
KAYSERİ,AKKIŞLA,AYDIN,KOÇARLI,0
KAYSERİ,AKKIŞLA,AYDIN,KÖŞK,0
KAYSERİ,AKKIŞLA,AYDIN,KUŞADASI,0
KAYSERİ,AKKIŞLA,AYDIN,KUYUCAK,0
KAYSERİ,AKKIŞLA,AYDIN,NAZİLLİ,0
KAYSERİ,AKKIŞLA,AYDIN,SÖKE,0
KAYSERİ,AKKIŞLA,AYDIN,SULTANHİSAR,0
KAYSERİ,AKKIŞLA,AYDIN,YENİPAZAR,0
KAYSERİ,AKKIŞLA,BALIKESİR,ALTIEYLÜL,0
KAYSERİ,AKKIŞLA,BALIKESİR,AYVALIK,0
KAYSERİ,AKKIŞLA,BALIKESİR,BALYA,0
