sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
MUĞLA,BODRUM,ADANA,ALADAĞ,0
MUĞLA,BODRUM,ADANA,CEYHAN,0
MUĞLA,BODRUM,ADANA,ÇUKUROVA,0
MUĞLA,BODRUM,ADANA,FEKE,0
MUĞLA,BODRUM,ADANA,İMAMOĞLU,0
MUĞLA,BODRUM,ADANA,KARAİSALI,0
MUĞLA,BODRUM,ADANA,KARATAŞ,0
MUĞLA,BODRUM,ADANA,KOZAN,0
MUĞLA,BODRUM,ADANA,POZANTI,0
MUĞLA,BODRUM,ADANA,SAİMBEYLİ,0
MUĞLA,BODRUM,ADANA,SARIÇAM,0
MUĞLA,BODRUM,ADANA,SEYHAN,0
MUĞLA,BODRUM,ADANA,TUFANBEYLİ,0
MUĞLA,BODRUM,ADANA,YUMURTALIK,0
MUĞLA,BODRUM,ADANA,YÜREĞİR,0
MUĞLA,BODRUM,ADIYAMAN,BESNİ,0
MUĞLA,BODRUM,ADIYAMAN,ÇELİKHAN,0
MUĞLA,BODRUM,ADIYAMAN,GERGER,0
MUĞLA,BODRUM,ADIYAMAN,GÖLBAŞI,0
MUĞLA,BODRUM,ADIYAMAN,KAHTA,0
MUĞLA,BODRUM,ADIYAMAN,MERKEZ,0
MUĞLA,BODRUM,ADIYAMAN,SAMSAT,0
MUĞLA,BODRUM,ADIYAMAN,SİNCİK,0
MUĞLA,BODRUM,ADIYAMAN,TUT,0
MUĞLA,BODRUM,AFYONKARAHİSAR,BAŞMAKÇI,0
MUĞLA,BODRUM,AFYONKARAHİSAR,BAYAT,0
MUĞLA,BODRUM,AFYONKARAHİSAR,BOLVADİN,0
MUĞLA,BODRUM,AFYONKARAHİSAR,ÇAY,0
MUĞLA,BODRUM,AFYONKARAHİSAR,ÇOBANLAR,0
MUĞLA,BODRUM,AFYONKARAHİSAR,DAZKIRI,0
MUĞLA,BODRUM,AFYONKARAHİSAR,DİNAR,0
MUĞLA,BODRUM,AFYONKARAHİSAR,EMİRDAĞ,0
MUĞLA,BODRUM,AFYONKARAHİSAR,EVCİLER,0
MUĞLA,BODRUM,AFYONKARAHİSAR,HOCALAR,0
MUĞLA,BODRUM,AFYONKARAHİSAR,İHSANİYE,0
MUĞLA,BODRUM,AFYONKARAHİSAR,İSCEHİSAR,0
MUĞLA,BODRUM,AFYONKARAHİSAR,KIZILÖREN,0
MUĞLA,BODRUM,AFYONKARAHİSAR,MERKEZ,0
MUĞLA,BODRUM,AFYONKARAHİSAR,SANDIKLI,0
MUĞLA,BODRUM,AFYONKARAHİSAR,SİNANPAŞA,0
MUĞLA,BODRUM,AFYONKARAHİSAR,SULTANDAĞI,0
MUĞLA,BODRUM,AFYONKARAHİSAR,ŞUHUT,0
MUĞLA,BODRUM,AĞRI,DİYADİN,0
MUĞLA,BODRUM,AĞRI,DOĞUBAYAZIT,0
MUĞLA,BODRUM,AĞRI,ELEŞKİRT,0
MUĞLA,BODRUM,AĞRI,HAMUR,0
MUĞLA,BODRUM,AĞRI,MERKEZ,0
MUĞLA,BODRUM,AĞRI,PATNOS,0
MUĞLA,BODRUM,AĞRI,TAŞLIÇAY,0
MUĞLA,BODRUM,AĞRI,TUTAK,0
MUĞLA,BODRUM,AMASYA,GÖYNÜCEK,0
MUĞLA,BODRUM,AMASYA,GÜMÜŞHACIKÖY,0
MUĞLA,BODRUM,AMASYA,HAMAMÖZÜ,0
MUĞLA,BODRUM,AMASYA,MERKEZ,0
