sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
DİYARBAKIR,BAĞLAR,ADANA,ALADAĞ,0
DİYARBAKIR,BAĞLAR,ADANA,CEYHAN,0
DİYARBAKIR,BAĞLAR,ADANA,ÇUKUROVA,0
DİYARBAKIR,BAĞLAR,ADANA,FEKE,0
DİYARBAKIR,BAĞLAR,ADANA,İMAMOĞLU,0
DİYARBAKIR,BAĞLAR,ADANA,KARAİSALI,0
DİYARBAKIR,BAĞLAR,ADANA,KARATAŞ,0
DİYARBAKIR,BAĞLAR,ADANA,KOZAN,0
DİYARBAKIR,BAĞLAR,ADANA,POZANTI,0
DİYARBAKIR,BAĞLAR,ADANA,SAİMBEYLİ,0
DİYARBAKIR,BAĞLAR,ADANA,SARIÇAM,0
DİYARBAKIR,BAĞLAR,ADANA,SEYHAN,0
DİYARBAKIR,BAĞLAR,ADANA,TUFANBEYLİ,0
DİYARBAKIR,BAĞLAR,ADANA,YUMURTALIK,0
DİYARBAKIR,BAĞLAR,ADANA,YÜREĞİR,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,BESNİ,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,ÇELİKHAN,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,GERGER,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,GÖLBAŞI,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,KAHTA,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,MERKEZ,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,SAMSAT,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,SİNCİK,0
DİYARBAKIR,BAĞLAR,ADIYAMAN,TUT,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,BAŞMAKÇI,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,BAYAT,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,BOLVADİN,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,ÇAY,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,ÇOBANLAR,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,DAZKIRI,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,DİNAR,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,EMİRDAĞ,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,EVCİLER,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,HOCALAR,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,İHSANİYE,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,İSCEHİSAR,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,KIZILÖREN,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,MERKEZ,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,SANDIKLI,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,SİNANPAŞA,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,SULTANDAĞI,0
DİYARBAKIR,BAĞLAR,AFYONKARAHİSAR,ŞUHUT,0
DİYARBAKIR,BAĞLAR,AĞRI,DİYADİN,0
DİYARBAKIR,BAĞLAR,AĞRI,DOĞUBAYAZIT,0
DİYARBAKIR,BAĞLAR,AĞRI,ELEŞKİRT,0
DİYARBAKIR,BAĞLAR,AĞRI,HAMUR,0
DİYARBAKIR,BAĞLAR,AĞRI,MERKEZ,0
DİYARBAKIR,BAĞLAR,AĞRI,PATNOS,0
DİYARBAKIR,BAĞLAR,AĞRI,TAŞLIÇAY,0
DİYARBAKIR,BAĞLAR,AĞRI,TUTAK,0
DİYARBAKIR,BAĞLAR,AMASYA,GÖYNÜCEK,0
DİYARBAKIR,BAĞLAR,AMASYA,GÜMÜŞHACIKÖY,0
DİYARBAKIR,BAĞLAR,AMASYA,HAMAMÖZÜ,0
DİYARBAKIR,BAĞLAR,AMASYA,MERKEZ,0
DİYARBAKIR,BAĞLAR,AMASYA,MERZİFON,0
DİYARBAKIR,BAĞLAR,AMASYA,SULUOVA,0
DİYARBAKIR,BAĞLAR,AMASYA,TAŞOVA,0
DİYARBAKIR,BAĞLAR,ANKARA,AKYURT,0
DİYARBAKIR,BAĞLAR,ANKARA,ALTINDAĞ,0
DİYARBAKIR,BAĞLAR,ANKARA,AYAŞ,0
DİYARBAKIR,BAĞLAR,ANKARA,BALA,0
DİYARBAKIR,BAĞLAR,ANKARA,BEYPAZARI,0
DİYARBAKIR,BAĞLAR,ANKARA,ÇAMLIDERE,0
DİYARBAKIR,BAĞLAR,ANKARA,ÇANKAYA,0
DİYARBAKIR,BAĞLAR,ANKARA,ÇUBUK,0
DİYARBAKIR,BAĞLAR,ANKARA,ELMADAĞ,0
DİYARBAKIR,BAĞLAR,ANKARA,ETİMESGUT,0
DİYARBAKIR,BAĞLAR,ANKARA,EVREN,0
DİYARBAKIR,BAĞLAR,ANKARA,GÖLBAŞI,0
DİYARBAKIR,BAĞLAR,ANKARA,GÜDÜL,0
DİYARBAKIR,BAĞLAR,ANKARA,HAYMANA,0
DİYARBAKIR,BAĞLAR,ANKARA,KAHRAMANKAZAN,0
DİYARBAKIR,BAĞLAR,ANKARA,KALECİK,0
DİYARBAKIR,BAĞLAR,ANKARA,KEÇİÖREN,0
DİYARBAKIR,BAĞLAR,ANKARA,KIZILCAHAMAM,0
DİYARBAKIR,BAĞLAR,ANKARA,MAMAK,0
DİYARBAKIR,BAĞLAR,ANKARA,NALLIHAN,0
