sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
KASTAMONU,ABANA,ADANA,ALADAĞ,0
KASTAMONU,ABANA,ADANA,CEYHAN,0
KASTAMONU,ABANA,ADANA,ÇUKUROVA,0
KASTAMONU,ABANA,ADANA,FEKE,0
KASTAMONU,ABANA,ADANA,İMAMOĞLU,0
KASTAMONU,ABANA,ADANA,KARAİSALI,0
KASTAMONU,ABANA,ADANA,KARATAŞ,0
KASTAMONU,ABANA,ADANA,KOZAN,0
KASTAMONU,ABANA,ADANA,POZANTI,0
KASTAMONU,ABANA,ADANA,SAİMBEYLİ,0
KASTAMONU,ABANA,ADANA,SARIÇAM,0
KASTAMONU,ABANA,ADANA,SEYHAN,0
KASTAMONU,ABANA,ADANA,TUFANBEYLİ,0
KASTAMONU,ABANA,ADANA,YUMURTALIK,0
KASTAMONU,ABANA,ADANA,YÜREĞİR,0
KASTAMONU,ABANA,ADIYAMAN,BESNİ,0
KASTAMONU,ABANA,ADIYAMAN,ÇELİKHAN,0
KASTAMONU,ABANA,ADIYAMAN,GERGER,0
KASTAMONU,ABANA,ADIYAMAN,GÖLBAŞI,0
KASTAMONU,ABANA,ADIYAMAN,KAHTA,0
KASTAMONU,ABANA,ADIYAMAN,MERKEZ,0
KASTAMONU,ABANA,ADIYAMAN,SAMSAT,0
KASTAMONU,ABANA,ADIYAMAN,SİNCİK,0
KASTAMONU,ABANA,ADIYAMAN,TUT,0
KASTAMONU,ABANA,AFYONKARAHİSAR,BAŞMAKÇI,0
KASTAMONU,ABANA,AFYONKARAHİSAR,BAYAT,0
KASTAMONU,ABANA,AFYONKARAHİSAR,BOLVADİN,0
KASTAMONU,ABANA,AFYONKARAHİSAR,ÇAY,0
KASTAMONU,ABANA,AFYONKARAHİSAR,ÇOBANLAR,0
KASTAMONU,ABANA,AFYONKARAHİSAR,DAZKIRI,0
KASTAMONU,ABANA,AFYONKARAHİSAR,DİNAR,0
KASTAMONU,ABANA,AFYONKARAHİSAR,EMİRDAĞ,0
KASTAMONU,ABANA,AFYONKARAHİSAR,EVCİLER,0
KASTAMONU,ABANA,AFYONKARAHİSAR,HOCALAR,0
KASTAMONU,ABANA,AFYONKARAHİSAR,İHSANİYE,0
KASTAMONU,ABANA,AFYONKARAHİSAR,İSCEHİSAR,0
KASTAMONU,ABANA,AFYONKARAHİSAR,KIZILÖREN,0
KASTAMONU,ABANA,AFYONKARAHİSAR,MERKEZ,0
KASTAMONU,ABANA,AFYONKARAHİSAR,SANDIKLI,0
KASTAMONU,ABANA,AFYONKARAHİSAR,SİNANPAŞA,0
KASTAMONU,ABANA,AFYONKARAHİSAR,SULTANDAĞI,0
KASTAMONU,ABANA,AFYONKARAHİSAR,ŞUHUT,0
KASTAMONU,ABANA,AĞRI,DİYADİN,0
KASTAMONU,ABANA,AĞRI,DOĞUBAYAZIT,0
KASTAMONU,ABANA,AĞRI,ELEŞKİRT,0
KASTAMONU,ABANA,AĞRI,HAMUR,0
KASTAMONU,ABANA,AĞRI,MERKEZ,0
KASTAMONU,ABANA,AĞRI,PATNOS,0
KASTAMONU,ABANA,AĞRI,TAŞLIÇAY,0
KASTAMONU,ABANA,AĞRI,TUTAK,0
KASTAMONU,ABANA,AMASYA,GÖYNÜCEK,0
KASTAMONU,ABANA,AMASYA,GÜMÜŞHACIKÖY,0
KASTAMONU,ABANA,AMASYA,HAMAMÖZÜ,0
KASTAMONU,ABANA,AMASYA,MERKEZ,0
KASTAMONU,ABANA,AMASYA,MERZİFON,0
KASTAMONU,ABANA,AMASYA,SULUOVA,0
KASTAMONU,ABANA,AMASYA,TAŞOVA,0
KASTAMONU,ABANA,ANKARA,AKYURT,0
KASTAMONU,ABANA,ANKARA,ALTINDAĞ,0
KASTAMONU,ABANA,ANKARA,AYAŞ,0
KASTAMONU,ABANA,ANKARA,BALA,0
KASTAMONU,ABANA,ANKARA,BEYPAZARI,0
KASTAMONU,ABANA,ANKARA,ÇAMLIDERE,0
KASTAMONU,ABANA,ANKARA,ÇANKAYA,0
KASTAMONU,ABANA,ANKARA,ÇUBUK,0
KASTAMONU,ABANA,ANKARA,ELMADAĞ,0
KASTAMONU,ABANA,ANKARA,ETİMESGUT,0
KASTAMONU,ABANA,ANKARA,EVREN,0
KASTAMONU,ABANA,ANKARA,GÖLBAŞI,0
KASTAMONU,ABANA,ANKARA,GÜDÜL,0
KASTAMONU,ABANA,ANKARA,HAYMANA,0
KASTAMONU,ABANA,ANKARA,KAHRAMANKAZAN,0
KASTAMONU,ABANA,ANKARA,KALECİK,0
KASTAMONU,ABANA,ANKARA,KEÇİÖREN,0
KASTAMONU,ABANA,ANKARA,KIZILCAHAMAM,0
KASTAMONU,ABANA,ANKARA,MAMAK,0
KASTAMONU,ABANA,ANKARA,NALLIHAN,0
KASTAMONU,ABANA,ANKARA,POLATLI,0
KASTAMONU,ABANA,ANKARA,PURSAKLAR,0
KASTAMONU,ABANA,ANKARA,SİNCAN,0
KASTAMONU,ABANA,ANKARA,ŞEREFLİKOÇHİSAR,0
KASTAMONU,ABANA,ANKARA,YENİMAHALLE,0
KASTAMONU,ABANA,ANTALYA,AKSEKİ,0
KASTAMONU,ABANA,ANTALYA,AKSU,0
KASTAMONU,ABANA,ANTALYA,ALANYA,0
KASTAMONU,ABANA,ANTALYA,DEMRE,0
KASTAMONU,ABANA,ANTALYA,DÖŞEMEALTI,0
KASTAMONU,ABANA,ANTALYA,ELMALI,0
KASTAMONU,ABANA,ANTALYA,FİNİKE,0
KASTAMONU,ABANA,ANTALYA,GAZİPAŞA,0
KASTAMONU,ABANA,ANTALYA,GÜNDOĞMUŞ,0
KASTAMONU,ABANA,ANTALYA,İBRADI,0
KASTAMONU,ABANA,ANTALYA,KAŞ,0
KASTAMONU,ABANA,ANTALYA,KEMER,0
KASTAMONU,ABANA,ANTALYA,KEPEZ,0
KASTAMONU,ABANA,ANTALYA,KONYAALTI,0
KASTAMONU,ABANA,ANTALYA,KORKUTELİ,0
KASTAMONU,ABANA,ANTALYA,KUMLUCA,0
KASTAMONU,ABANA,ANTALYA,MANAVGAT,0
KASTAMONU,ABANA,ANTALYA,MURATPAŞA,0
