sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
ELAZIĞ,AĞIN,ADANA,ALADAĞ,0
ELAZIĞ,AĞIN,ADANA,CEYHAN,0
ELAZIĞ,AĞIN,ADANA,ÇUKUROVA,0
ELAZIĞ,AĞIN,ADANA,FEKE,0
ELAZIĞ,AĞIN,ADANA,İMAMOĞLU,0
ELAZIĞ,AĞIN,ADANA,KARAİSALI,0
ELAZIĞ,AĞIN,ADANA,KARATAŞ,0
ELAZIĞ,AĞIN,ADANA,KOZAN,0
ELAZIĞ,AĞIN,ADANA,POZANTI,0
ELAZIĞ,AĞIN,ADANA,SAİMBEYLİ,0
ELAZIĞ,AĞIN,ADANA,SARIÇAM,0
ELAZIĞ,AĞIN,ADANA,SEYHAN,0
ELAZIĞ,AĞIN,ADANA,TUFANBEYLİ,0
ELAZIĞ,AĞIN,ADANA,YUMURTALIK,0
ELAZIĞ,AĞIN,ADANA,YÜREĞİR,0
ELAZIĞ,AĞIN,ADIYAMAN,BESNİ,0
ELAZIĞ,AĞIN,ADIYAMAN,ÇELİKHAN,0
ELAZIĞ,AĞIN,ADIYAMAN,GERGER,0
ELAZIĞ,AĞIN,ADIYAMAN,GÖLBAŞI,0
ELAZIĞ,AĞIN,ADIYAMAN,KAHTA,0
ELAZIĞ,AĞIN,ADIYAMAN,MERKEZ,0
ELAZIĞ,AĞIN,ADIYAMAN,SAMSAT,0
ELAZIĞ,AĞIN,ADIYAMAN,SİNCİK,0
ELAZIĞ,AĞIN,ADIYAMAN,TUT,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,BAŞMAKÇI,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,BAYAT,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,BOLVADİN,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,ÇAY,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,ÇOBANLAR,0
ELAZIĞ,AĞIN,AFYONKARAHİSAR,DAZKIRI,0
