sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
AĞRI,DİYADİN,ADANA,ALADAĞ,1054
AĞRI,DİYADİN,ADANA,CEYHAN,975
AĞRI,DİYADİN,ADANA,ÇUKUROVA,
AĞRI,DİYADİN,ADANA,FEKE,988
AĞRI,DİYADİN,ADANA,İMAMOĞLU,958
AĞRI,DİYADİN,ADANA,KARAİSALI,1066
AĞRI,DİYADİN,ADANA,KARATAŞ,1015
AĞRI,DİYADİN,ADANA,KOZAN,1000
AĞRI,DİYADİN,ADANA,POZANTI,1059
AĞRI,DİYADİN,ADANA,SAİMBEYLİ,
AĞRI,DİYADİN,ADANA,SARIÇAM,
AĞRI,DİYADİN,ADANA,SEYHAN,
AĞRI,DİYADİN,ADANA,TUFANBEYLİ,
AĞRI,DİYADİN,ADANA,YUMURTALIK,
AĞRI,DİYADİN,ADANA,YÜREĞİR,
AĞRI,DİYADİN,ADIYAMAN,BESNİ,761
AĞRI,DİYADİN,ADIYAMAN,ÇELİKHAN,751
AĞRI,DİYADİN,ADIYAMAN,GERGER,717
AĞRI,DİYADİN,ADIYAMAN,GÖLBAŞI,779
AĞRI,DİYADİN,ADIYAMAN,KAHTA,670
AĞRI,DİYADİN,ADIYAMAN,MERKEZ,
AĞRI,DİYADİN,ADIYAMAN,SAMSAT,
AĞRI,DİYADİN,ADIYAMAN,SİNCİK,677
AĞRI,DİYADİN,ADIYAMAN,TUT,
AĞRI,DİYADİN,AFYONKARAHİSAR,BAŞMAKÇI,1458
AĞRI,DİYADİN,AFYONKARAHİSAR,BAYAT,1353
AĞRI,DİYADİN,AFYONKARAHİSAR,BOLVADİN,1364
AĞRI,DİYADİN,AFYONKARAHİSAR,ÇAY,1330
AĞRI,DİYADİN,AFYONKARAHİSAR,ÇOBANLAR,
AĞRI,DİYADİN,AFYONKARAHİSAR,DAZKIRI,
AĞRI,DİYADİN,AFYONKARAHİSAR,DİNAR,1434
AĞRI,DİYADİN,AFYONKARAHİSAR,EMİRDAĞ,1324
AĞRI,DİYADİN,AFYONKARAHİSAR,EVCİLER,1511
AĞRI,DİYADİN,AFYONKARAHİSAR,HOCALAR,1482
AĞRI,DİYADİN,AFYONKARAHİSAR,İHSANİYE,1418
AĞRI,DİYADİN,AFYONKARAHİSAR,İSCEHİSAR,1364
AĞRI,DİYADİN,AFYONKARAHİSAR,KIZILÖREN,1475
AĞRI,DİYADİN,AFYONKARAHİSAR,MERKEZ,
AĞRI,DİYADİN,AFYONKARAHİSAR,SANDIKLI,
AĞRI,DİYADİN,AFYONKARAHİSAR,SİNANPAŞA,
AĞRI,DİYADİN,AFYONKARAHİSAR,SULTANDAĞI,1311
AĞRI,DİYADİN,AFYONKARAHİSAR,ŞUHUT,
AĞRI,DİYADİN,AĞRI,DİYADİN,
AĞRI,DİYADİN,AĞRI,DOĞUBAYAZIT,50
AĞRI,DİYADİN,AĞRI,ELEŞKİRT,96
AĞRI,DİYADİN,AĞRI,HAMUR,73
AĞRI,DİYADİN,AĞRI,MERKEZ,
AĞRI,DİYADİN,AĞRI,PATNOS,138
AĞRI,DİYADİN,AĞRI,TAŞLIÇAY,29
AĞRI,DİYADİN,AĞRI,TUTAK,100
AĞRI,DİYADİN,AMASYA,GÖYNÜCEK,847
AĞRI,DİYADİN,AMASYA,GÜMÜŞHACIKÖY,868
AĞRI,DİYADİN,AMASYA,HAMAMÖZÜ,887
AĞRI,DİYADİN,AMASYA,MERKEZ,
AĞRI,DİYADİN,AMASYA,MERZİFON,843
AĞRI,DİYADİN,AMASYA,SULUOVA,
AĞRI,DİYADİN,AMASYA,TAŞOVA,
AĞRI,DİYADİN,ANKARA,AKYURT,
AĞRI,DİYADİN,ANKARA,ALTINDAĞ,1115
AĞRI,DİYADİN,ANKARA,AYAŞ,
AĞRI,DİYADİN,ANKARA,BALA,
AĞRI,DİYADİN,ANKARA,BEYPAZARI,1229
AĞRI,DİYADİN,ANKARA,ÇAMLIDERE,1159
AĞRI,DİYADİN,ANKARA,ÇANKAYA,
AĞRI,DİYADİN,ANKARA,ÇUBUK,
AĞRI,DİYADİN,ANKARA,ELMADAĞ,1075
AĞRI,DİYADİN,ANKARA,ETİMESGUT,1152
AĞRI,DİYADİN,ANKARA,EVREN,1045
AĞRI,DİYADİN,ANKARA,GÖLBAŞI,
AĞRI,DİYADİN,ANKARA,GÜDÜL,1219
AĞRI,DİYADİN,ANKARA,HAYMANA,1185
AĞRI,DİYADİN,ANKARA,KAHRAMANKAZAN,
AĞRI,DİYADİN,ANKARA,KALECİK,1077
AĞRI,DİYADİN,ANKARA,KEÇİÖREN,1118
AĞRI,DİYADİN,ANKARA,KIZILCAHAMAM,1143
AĞRI,DİYADİN,ANKARA,MAMAK,1101
AĞRI,DİYADİN,ANKARA,NALLIHAN,1285
AĞRI,DİYADİN,ANKARA,POLATLI,1205
AĞRI,DİYADİN,ANKARA,PURSAKLAR,1120
AĞRI,DİYADİN,ANKARA,SİNCAN,1155
AĞRI,DİYADİN,ANKARA,ŞEREFLİKOÇHİSAR,
AĞRI,DİYADİN,ANKARA,YENİMAHALLE,
AĞRI,DİYADİN,ANTALYA,AKSEKİ,
AĞRI,DİYADİN,ANTALYA,AKSU,1470
AĞRI,DİYADİN,ANTALYA,ALANYA,1438
AĞRI,DİYADİN,ANTALYA,DEMRE,1619
AĞRI,DİYADİN,ANTALYA,DÖŞEMEALTI,1498
AĞRI,DİYADİN,ANTALYA,ELMALI,1594
AĞRI,DİYADİN,ANTALYA,FİNİKE,1634
AĞRI,DİYADİN,ANTALYA,GAZİPAŞA,1342
AĞRI,DİYADİN,ANTALYA,GÜNDOĞMUŞ,1423
AĞRI,DİYADİN,ANTALYA,İBRADI,
AĞRI,DİYADİN,ANTALYA,KAŞ,1708
AĞRI,DİYADİN,ANTALYA,KEMER,1522
AĞRI,DİYADİN,ANTALYA,KEPEZ,1520
AĞRI,DİYADİN,ANTALYA,KONYAALTI,1478
AĞRI,DİYADİN,ANTALYA,KORKUTELİ,1580
AĞRI,DİYADİN,ANTALYA,KUMLUCA,1617
AĞRI,DİYADİN,ANTALYA,MANAVGAT,1444
AĞRI,DİYADİN,ANTALYA,MURATPAŞA,1476
AĞRI,DİYADİN,ANTALYA,SERİK,
AĞRI,DİYADİN,ARTVİN,ARDANUÇ,386
AĞRI,DİYADİN,ARTVİN,ARHAVİ,501
AĞRI,DİYADİN,ARTVİN,BORÇKA,
AĞRI,DİYADİN,ARTVİN,HOPA,489
AĞRI,DİYADİN,ARTVİN,KEMALPAŞA,
AĞRI,DİYADİN,ARTVİN,MERKEZ,
AĞRI,DİYADİN,ARTVİN,MURGUL,
AĞRI,DİYADİN,ARTVİN,ŞAVŞAT,330
AĞRI,DİYADİN,ARTVİN,YUSUFELİ,372
AĞRI,DİYADİN,AYDIN,BOZDOĞAN,
AĞRI,DİYADİN,AYDIN,BUHARKENT,
AĞRI,DİYADİN,AYDIN,ÇİNE,
AĞRI,DİYADİN,AYDIN,DİDİM,1763
AĞRI,DİYADİN,AYDIN,EFELER,
AĞRI,DİYADİN,AYDIN,GERMENCİK,1736
AĞRI,DİYADİN,AYDIN,İNCİRLİOVA,1726
AĞRI,DİYADİN,AYDIN,KARACASU,1669
AĞRI,DİYADİN,AYDIN,KARPUZLU,1749
AĞRI,DİYADİN,AYDIN,KOÇARLI,1736
AĞRI,DİYADİN,AYDIN,KÖŞK,1696
AĞRI,DİYADİN,AYDIN,KUŞADASI,1723
AĞRI,DİYADİN,AYDIN,KUYUCAK,1658
AĞRI,DİYADİN,AYDIN,NAZİLLİ,1667
AĞRI,DİYADİN,AYDIN,SÖKE,1714
AĞRI,DİYADİN,AYDIN,SULTANHİSAR,
AĞRI,DİYADİN,AYDIN,YENİPAZAR,
AĞRI,DİYADİN,BALIKESİR,ALTIEYLÜL,
AĞRI,DİYADİN,BALIKESİR,AYVALIK,1774
AĞRI,DİYADİN,BALIKESİR,BALYA,
AĞRI,DİYADİN,BALIKESİR,BANDIRMA,
AĞRI,DİYADİN,BALIKESİR,BİGADİÇ,
AĞRI,DİYADİN,BALIKESİR,BURHANİYE,1748
AĞRI,DİYADİN,BALIKESİR,DURSUNBEY,1595
AĞRI,DİYADİN,BALIKESİR,EDREMİT,1742
AĞRI,DİYADİN,BALIKESİR,ERDEK,1622
AĞRI,DİYADİN,BALIKESİR,GÖMEÇ,1761
AĞRI,DİYADİN,BALIKESİR,GÖNEN,1645
AĞRI,DİYADİN,BALIKESİR,HAVRAN,1727
AĞRI,DİYADİN,BALIKESİR,İVRİNDİ,1686
AĞRI,DİYADİN,BALIKESİR,KARESİ,
AĞRI,DİYADİN,BALIKESİR,KEPSUT,1641
AĞRI,DİYADİN,BALIKESİR,MANYAS,1623
AĞRI,DİYADİN,BALIKESİR,MARMARA,
AĞRI,DİYADİN,BALIKESİR,SAVAŞTEPE,
AĞRI,DİYADİN,BALIKESİR,SINDIRGI,
AĞRI,DİYADİN,BALIKESİR,SUSURLUK,
AĞRI,DİYADİN,BİLECİK,BOZÜYÜK,
AĞRI,DİYADİN,BİLECİK,GÖLPAZARI,1401
AĞRI,DİYADİN,BİLECİK,İNHİSAR,1413
AĞRI,DİYADİN,BİLECİK,MERKEZ,
AĞRI,DİYADİN,BİLECİK,OSMANELİ,1484
AĞRI,DİYADİN,BİLECİK,PAZARYERİ,1454
AĞRI,DİYADİN,BİLECİK,SÖĞÜT,
AĞRI,DİYADİN,BİLECİK,YENİPAZAR,
AĞRI,DİYADİN,BİNGÖL,ADAKLI,
AĞRI,DİYADİN,BİNGÖL,GENÇ,443
AĞRI,DİYADİN,BİNGÖL,KARLIOVA,351
AĞRI,DİYADİN,BİNGÖL,KİĞI,407
AĞRI,DİYADİN,BİNGÖL,MERKEZ,
AĞRI,DİYADİN,BİNGÖL,SOLHAN,
AĞRI,DİYADİN,BİNGÖL,YAYLADERE,
AĞRI,DİYADİN,BİNGÖL,YEDİSU,
AĞRI,DİYADİN,BİTLİS,ADİLCEVAZ,208
AĞRI,DİYADİN,BİTLİS,AHLAT,232
AĞRI,DİYADİN,BİTLİS,GÜROYMAK,239
AĞRI,DİYADİN,BİTLİS,HİZAN,262
AĞRI,DİYADİN,BİTLİS,MERKEZ,231
AĞRI,DİYADİN,BİTLİS,MUTKİ,259
AĞRI,DİYADİN,BİTLİS,TATVAN,273
AĞRI,DİYADİN,BOLU,DÖRTDİVAN,1173
AĞRI,DİYADİN,BOLU,GEREDE,1156
AĞRI,DİYADİN,BOLU,GÖYNÜK,1404
AĞRI,DİYADİN,BOLU,KIBRISCIK,1269
AĞRI,DİYADİN,BOLU,MENGEN,1188
AĞRI,DİYADİN,BOLU,MERKEZ,
AĞRI,DİYADİN,BOLU,MUDURNU,1272
AĞRI,DİYADİN,BOLU,SEBEN,
AĞRI,DİYADİN,BOLU,YENİÇAĞA,
AĞRI,DİYADİN,BURDUR,AĞLASUN,
AĞRI,DİYADİN,BURDUR,ALTINYAYLA,
AĞRI,DİYADİN,BURDUR,BUCAK,
AĞRI,DİYADİN,BURDUR,ÇAVDIR,
AĞRI,DİYADİN,BURDUR,ÇELTİKÇİ,
AĞRI,DİYADİN,BURDUR,GÖLHİSAR,1647
AĞRI,DİYADİN,BURDUR,KARAMANLI,1600
AĞRI,DİYADİN,BURDUR,KEMER,
AĞRI,DİYADİN,BURDUR,MERKEZ,
AĞRI,DİYADİN,BURDUR,TEFENNİ,
AĞRI,DİYADİN,BURDUR,YEŞİLOVA,
AĞRI,DİYADİN,BURSA,BÜYÜKORHAN,1568
AĞRI,DİYADİN,BURSA,GEMLİK,1560
AĞRI,DİYADİN,BURSA,GÜRSU,1502
AĞRI,DİYADİN,BURSA,HARMANCIK,1522
AĞRI,DİYADİN,BURSA,İNEGÖL,1465
AĞRI,DİYADİN,BURSA,İZNİK,1408
AĞRI,DİYADİN,BURSA,KARACABEY,1564
AĞRI,DİYADİN,BURSA,KELES,1540
AĞRI,DİYADİN,BURSA,KESTEL,1475
AĞRI,DİYADİN,BURSA,MUDANYA,1588
AĞRI,DİYADİN,BURSA,MUSTAFAKEMALPAŞA,1579
AĞRI,DİYADİN,BURSA,NİLÜFER,1505
AĞRI,DİYADİN,BURSA,ORHANELİ,1543
AĞRI,DİYADİN,BURSA,ORHANGAZİ,1452
AĞRI,DİYADİN,BURSA,OSMANGAZİ,1511
AĞRI,DİYADİN,BURSA,YENİŞEHİR,
