sehirAdikaynak,ilceAdiKaynak,sehirAdiHedef,ilceAdiHedef,mesafe
SAMSUN,ALAÇAM,ADANA,ALADAĞ,689
SAMSUN,ALAÇAM,ADANA,CEYHAN,819
SAMSUN,ALAÇAM,ADANA,ÇUKUROVA,793
SAMSUN,ALAÇAM,ADANA,FEKE,658
SAMSUN,ALAÇAM,ADANA,İMAMOĞLU,813
SAMSUN,ALAÇAM,ADANA,KARAİSALI,657
SAMSUN,ALAÇAM,ADANA,KARATAŞ,833
SAMSUN,ALAÇAM,ADANA,KOZAN,701
SAMSUN,ALAÇAM,ADANA,POZANTI,683
SAMSUN,ALAÇAM,ADANA,SAİMBEYLİ,625
SAMSUN,ALAÇAM,ADANA,SARIÇAM,770
SAMSUN,ALAÇAM,ADANA,SEYHAN,785
SAMSUN,ALAÇAM,ADANA,TUFANBEYLİ,650
SAMSUN,ALAÇAM,ADANA,YUMURTALIK,846
SAMSUN,ALAÇAM,ADANA,YÜREĞİR,773
SAMSUN,ALAÇAM,ADIYAMAN,BESNİ,775
SAMSUN,ALAÇAM,ADIYAMAN,ÇELİKHAN,687
SAMSUN,ALAÇAM,ADIYAMAN,GERGER,759
SAMSUN,ALAÇAM,ADIYAMAN,GÖLBAŞI,710
SAMSUN,ALAÇAM,ADIYAMAN,KAHTA,771
SAMSUN,ALAÇAM,ADIYAMAN,MERKEZ,769
SAMSUN,ALAÇAM,ADIYAMAN,SAMSAT,814
SAMSUN,ALAÇAM,ADIYAMAN,SİNCİK,764
SAMSUN,ALAÇAM,ADIYAMAN,TUT,768
SAMSUN,ALAÇAM,AFYONKARAHİSAR,BAŞMAKÇI,816
SAMSUN,ALAÇAM,AFYONKARAHİSAR,BAYAT,647
SAMSUN,ALAÇAM,AFYONKARAHİSAR,BOLVADİN,676
SAMSUN,ALAÇAM,AFYONKARAHİSAR,ÇAY,685
SAMSUN,ALAÇAM,AFYONKARAHİSAR,ÇOBANLAR,694
SAMSUN,ALAÇAM,AFYONKARAHİSAR,DAZKIRI,823
SAMSUN,ALAÇAM,AFYONKARAHİSAR,DİNAR,878
SAMSUN,ALAÇAM,AFYONKARAHİSAR,EMİRDAĞ,618
SAMSUN,ALAÇAM,AFYONKARAHİSAR,EVCİLER,817
SAMSUN,ALAÇAM,AFYONKARAHİSAR,HOCALAR,791
SAMSUN,ALAÇAM,AFYONKARAHİSAR,İHSANİYE,715
SAMSUN,ALAÇAM,AFYONKARAHİSAR,İSCEHİSAR,671
SAMSUN,ALAÇAM,AFYONKARAHİSAR,KIZILÖREN,782
SAMSUN,ALAÇAM,AFYONKARAHİSAR,MERKEZ,693
SAMSUN,ALAÇAM,AFYONKARAHİSAR,SANDIKLI,755
SAMSUN,ALAÇAM,AFYONKARAHİSAR,SİNANPAŞA,
SAMSUN,ALAÇAM,AFYONKARAHİSAR,SULTANDAĞI,709
SAMSUN,ALAÇAM,AFYONKARAHİSAR,ŞUHUT,719
SAMSUN,ALAÇAM,AĞRI,DİYADİN,875
SAMSUN,ALAÇAM,AĞRI,DOĞUBAYAZIT,
SAMSUN,ALAÇAM,AĞRI,ELEŞKİRT,781
SAMSUN,ALAÇAM,AĞRI,HAMUR,827
SAMSUN,ALAÇAM,AĞRI,MERKEZ,
SAMSUN,ALAÇAM,AĞRI,PATNOS,861
SAMSUN,ALAÇAM,AĞRI,TAŞLIÇAY,846
SAMSUN,ALAÇAM,AĞRI,TUTAK,822
SAMSUN,ALAÇAM,AMASYA,GÖYNÜCEK,224
SAMSUN,ALAÇAM,AMASYA,GÜMÜŞHACIKÖY,180
SAMSUN,ALAÇAM,AMASYA,HAMAMÖZÜ,202
SAMSUN,ALAÇAM,AMASYA,MERKEZ,190
SAMSUN,ALAÇAM,AMASYA,MERZİFON,176
SAMSUN,ALAÇAM,AMASYA,SULUOVA,168
SAMSUN,ALAÇAM,AMASYA,TAŞOVA,195
SAMSUN,ALAÇAM,ANKARA,AKYURT,
SAMSUN,ALAÇAM,ANKARA,ALTINDAĞ,425
SAMSUN,ALAÇAM,ANKARA,AYAŞ,542
SAMSUN,ALAÇAM,ANKARA,BALA,463
SAMSUN,ALAÇAM,ANKARA,BEYPAZARI,477
SAMSUN,ALAÇAM,ANKARA,ÇAMLIDERE,386
SAMSUN,ALAÇAM,ANKARA,ÇANKAYA,442
SAMSUN,ALAÇAM,ANKARA,ÇUBUK,361
SAMSUN,ALAÇAM,ANKARA,ELMADAĞ,418
SAMSUN,ALAÇAM,ANKARA,ETİMESGUT,491
SAMSUN,ALAÇAM,ANKARA,EVREN,505
SAMSUN,ALAÇAM,ANKARA,GÖLBAŞI,460
SAMSUN,ALAÇAM,ANKARA,GÜDÜL,480
SAMSUN,ALAÇAM,ANKARA,HAYMANA,506
SAMSUN,ALAÇAM,ANKARA,KAHRAMANKAZAN,
SAMSUN,ALAÇAM,ANKARA,KALECİK,364
